"accountId";"comment";"fee";"quantity";"type";"unitPrice";"currency";"dataSource";"date";"symbol"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"0.8";"USD";"MANUAL";"2021-11-17T07:35:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US6826801036 - Dividend:  - dividendTax: -0.14";"0.14";"1";"DIVIDEND";"0.94";"USD";"YAHOO";"2021-11-16T08:56:00.000Z";"OKE"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Creditering";"0";"1";"FEE";"0.94";"EUR";"MANUAL";"2021-11-03T07:32:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"1.09";"USD";"MANUAL";"2021-11-03T07:32:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US92343V1044 - Dividend:  - dividendTax: -0.19";"0.19";"1";"DIVIDEND";"1.28";"USD";"YAHOO";"2021-11-02T07:46:00.000Z";"VZ"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Creditering";"0";"1";"FEE";"3.42";"EUR";"MANUAL";"2021-11-02T07:33:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"3.98";"USD";"MANUAL";"2021-11-02T07:33:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY)";"0";"1";"FEE";"0.03";"EUR";"MANUAL";"2021-11-01T14:26:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (NASDAQ - NDQ)";"0";"1";"FEE";"0.03";"EUR";"MANUAL";"2021-11-01T14:26:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (Borse Frankfurt - FRA)";"0";"1";"FEE";"0.03";"EUR";"MANUAL";"2021-11-01T14:26:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividend:  - dividendTax: -0.70";"0.7";"1";"DIVIDEND";"4.68";"USD";"YAHOO";"2021-11-01T13:50:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: NL0011540547 - Dividend:  - dividendTax: -0.51";"0.51";"1";"DIVIDEND";"3.4";"EUR";"YAHOO";"2021-10-26T07:17:00.000Z";"ABN.AS"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Creditering";"0";"1";"FEE";"1.31";"EUR";"MANUAL";"2021-10-14T07:31:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"1.53";"USD";"MANUAL";"2021-10-14T07:31:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: NL0011821202 - Dividend:  - dividendTax: -0.07";"0.07";"1";"DIVIDEND";"0.48";"EUR";"YAHOO";"2021-10-13T08:15:00.000Z";"INGA.AS"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US02209S1033 - Dividend:  - dividendTax: -0.27";"0.27";"1";"DIVIDEND";"1.8";"USD";"YAHOO";"2021-10-13T07:49:00.000Z";"MO"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY)";"0";"1";"FEE";"0.02";"EUR";"MANUAL";"2021-10-02T10:47:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (NASDAQ - NDQ)";"0";"1";"FEE";"0.02";"EUR";"MANUAL";"2021-10-02T10:47:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (Borse Frankfurt - FRA)";"0";"1";"FEE";"0.02";"EUR";"MANUAL";"2021-10-02T10:47:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"0.3";"EUR";"MANUAL";"2021-09-28T07:31:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"0.36";"USD";"MANUAL";"2021-09-28T07:31:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US0605051046 - Dividend:  - dividendTax: -0.06";"0.06";"1";"DIVIDEND";"0.42";"USD";"YAHOO";"2021-09-27T08:11:00.000Z";"BAC"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: NL0011794037 - Dividend:  - dividendTax: -0.13";"0.13";"1";"DIVIDEND";"0.86";"EUR";"YAHOO";"2021-09-03T07:28:00.000Z";"AD.AS"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY)";"0";"1";"FEE";"0.03";"EUR";"MANUAL";"2021-09-02T21:29:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (NASDAQ - NDQ)";"0";"1";"FEE";"0.03";"EUR";"MANUAL";"2021-09-02T21:29:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (Borse Frankfurt - FRA)";"0";"1";"FEE";"0.03";"EUR";"MANUAL";"2021-09-02T21:29:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"0.68";"EUR";"MANUAL";"2021-08-18T07:33:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"0.8";"USD";"MANUAL";"2021-08-18T07:33:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US6826801036 - Dividend:  - dividendTax: -0.14";"0.14";"1";"DIVIDEND";"0.94";"USD";"YAHOO";"2021-08-17T07:29:00.000Z";"OKE"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"4.25";"EUR";"MANUAL";"2021-08-04T07:36:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"5.05";"USD";"MANUAL";"2021-08-04T07:36:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY)";"0";"1";"FEE";"0.03";"EUR";"MANUAL";"2021-08-03T16:13:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (NASDAQ - NDQ)";"0";"1";"FEE";"0.03";"EUR";"MANUAL";"2021-08-03T16:13:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (Borse Frankfurt - FRA)";"0";"1";"FEE";"0.03";"EUR";"MANUAL";"2021-08-03T16:13:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividend:  - dividendTax: -0.70";"0.7";"1";"DIVIDEND";"4.68";"USD";"YAHOO";"2021-08-03T07:52:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US92343V1044 - Dividend:  - dividendTax: -0.19";"0.19";"1";"DIVIDEND";"1.26";"USD";"YAHOO";"2021-08-03T07:47:00.000Z";"VZ"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US92343V1044 - Dividend:  - dividendTax: -1.26";"1.26";"1";"DIVIDEND";"1.26";"USD";"YAHOO";"2021-07-15T14:45:00.000Z";"VZ"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US92343V1044 - Dividendbelasting";"0";"1";"DIVIDEND";"0.19";"USD";"YAHOO";"2021-07-15T14:43:00.000Z";"VZ"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY)";"0";"1";"FEE";"0.17";"EUR";"MANUAL";"2021-07-02T08:23:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (NASDAQ - NDQ)";"0";"1";"FEE";"0.17";"EUR";"MANUAL";"2021-07-02T08:23:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (Borse Frankfurt - FRA)";"0";"1";"FEE";"0.17";"EUR";"MANUAL";"2021-07-02T08:23:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY)";"0";"1";"FEE";"0.04";"EUR";"MANUAL";"2021-06-30T09:47:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (NASDAQ - NDQ)";"0";"1";"FEE";"0.04";"EUR";"MANUAL";"2021-06-30T09:47:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (Borse Frankfurt - FRA)";"0";"1";"FEE";"0.04";"EUR";"MANUAL";"2021-06-30T09:47:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"0.25";"EUR";"MANUAL";"2021-06-29T08:37:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"0.31";"USD";"MANUAL";"2021-06-29T08:37:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US02209S1033 - Valuta Creditering";"0";"1";"FEE";"95.34";"USD";"MANUAL";"2021-06-28T15:30:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US02209S1033 - Valuta Debitering";"0";"1";"FEE";"80.06";"EUR";"MANUAL";"2021-06-28T15:30:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US02209S1033 - Koop 2 @ 47,67 USD";"1";"2";"BUY";"47.67";"USD";"YAHOO";"2021-06-28T15:30:00.000Z";"MO"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US0605051046 - Dividend:  - dividendTax: -0.05";"0.05";"1";"DIVIDEND";"0.36";"USD";"YAHOO";"2021-06-28T08:01:00.000Z";"BAC"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividend:  - dividendTax: -0.55";"0.55";"1";"DIVIDEND";"3.64";"USD";"YAHOO";"2021-06-08T16:18:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividend:  - dividendTax: -3.64";"3.64";"1";"DIVIDEND";"3.64";"USD";"YAHOO";"2021-06-08T16:16:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividend:  - dividendTax: -3.64";"3.64";"1";"DIVIDEND";"0.55";"USD";"YAHOO";"2021-06-08T14:48:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividendbelasting";"0";"1";"DIVIDEND";"0.55";"USD";"YAHOO";"2021-06-08T14:47:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"1.46";"EUR";"MANUAL";"2021-05-29T09:21:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"1.79";"USD";"MANUAL";"2021-05-29T09:21:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US6826801036 - Valuta Creditering";"0";"1";"FEE";"53.87";"USD";"MANUAL";"2021-05-24T15:30:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US6826801036 - Valuta Debitering";"0";"1";"FEE";"44.15";"EUR";"MANUAL";"2021-05-24T15:30:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US6826801036 - Koop 1 @ 53,87 USD";"0.5";"1";"BUY";"53.87";"USD";"YAHOO";"2021-05-24T15:30:00.000Z";"OKE"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"3.45";"EUR";"MANUAL";"2021-05-05T08:56:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"4.16";"USD";"MANUAL";"2021-05-05T08:56:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividend:  - dividendTax: -7.28";"7.28";"1";"DIVIDEND";"3.64";"USD";"YAHOO";"2021-05-04T13:18:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividendbelasting";"0";"1";"DIVIDEND";"1.1";"USD";"YAHOO";"2021-05-04T13:09:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividend:  - dividendTax: -0.55";"0.55";"1";"DIVIDEND";"3.64";"USD";"YAHOO";"2021-05-04T12:17:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividend:  - dividendTax: -0.55";"0.55";"1";"DIVIDEND";"3.64";"USD";"YAHOO";"2021-05-04T12:12:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US92343V1044 - Dividend:  - dividendTax: -0.19";"0.19";"1";"DIVIDEND";"1.26";"USD";"YAHOO";"2021-05-04T08:24:00.000Z";"VZ"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: NL0011794037 - Dividend:  - dividendTax: -0.12";"0.12";"1";"DIVIDEND";"0.8";"EUR";"YAHOO";"2021-04-30T07:48:00.000Z";"AD.AS"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Valuta Creditering";"0";"1";"FEE";"60.1";"USD";"MANUAL";"2021-04-21T17:05:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Valuta Debitering";"0";"1";"FEE";"50.01";"EUR";"MANUAL";"2021-04-21T17:05:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Koop 2 @ 30,05 USD";"1";"2";"BUY";"30.05";"USD";"YAHOO";"2021-04-21T17:05:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY)";"0";"1";"FEE";"0.77";"EUR";"MANUAL";"2021-04-01T12:04:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (NASDAQ - NDQ)";"0";"1";"FEE";"0.77";"EUR";"MANUAL";"2021-04-01T12:04:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (Borse Frankfurt - FRA)";"0";"1";"FEE";"0.77";"EUR";"MANUAL";"2021-04-01T12:04:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"0.27";"EUR";"MANUAL";"2021-03-30T08:35:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"0.32";"USD";"MANUAL";"2021-03-30T08:35:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US0605051046 - Dividend:  - dividendTax: -0.05";"0.05";"1";"DIVIDEND";"0.36";"USD";"YAHOO";"2021-03-29T09:52:00.000Z";"BAC"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Valuta Creditering";"0";"1";"FEE";"56.78";"USD";"MANUAL";"2021-03-03T17:01:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Valuta Debitering";"0";"1";"FEE";"47.08";"EUR";"MANUAL";"2021-03-03T17:01:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Koop 2 @ 28,39 USD";"1";"2";"BUY";"28.39";"USD";"YAHOO";"2021-03-03T17:01:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: IE00B3ZW0K18 - Koop 2 @ 84,78 EUR";"0";"2";"BUY";"84.78";"EUR";"YAHOO";"2021-03-03T09:05:00.000Z";"IUSE.L"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (NASDAQ - NDQ)";"0";"1";"FEE";"1.19";"EUR";"MANUAL";"2021-03-01T11:20:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (Borse Frankfurt - FRA)";"0";"1";"FEE";"1.19";"EUR";"MANUAL";"2021-03-01T11:20:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: NL0011821202 - Dividend:  - dividendTax: -0.02";"0.02";"1";"DIVIDEND";"0.12";"EUR";"YAHOO";"2021-02-24T14:11:00.000Z";"INGA.AS"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: MHY1146L1092 - Valuta Creditering";"0";"1";"FEE";"12.4";"USD";"MANUAL";"2021-02-16T16:35:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: MHY1146L1092 - Valuta Debitering";"0";"1";"FEE";"10.25";"EUR";"MANUAL";"2021-02-16T16:35:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: MHY1146L1092 - Koop 10 @ 1,24 USD";"1";"10";"BUY";"1.24";"USD";"YAHOO";"2021-02-16T16:35:00.000Z";"CTRM"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: AU000000FBR4 - Koop 500 @ 0,039 EUR";"15";"500";"BUY";"0.039";"EUR";"YAHOO";"2021-02-16T14:42:00.000Z";"FBR.AX"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: MHY1146L1092 - Valuta Creditering";"0";"1";"FEE";"37.88";"USD";"MANUAL";"2021-02-11T18:30:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: MHY1146L1092 - Valuta Debitering";"0";"1";"FEE";"31.27";"EUR";"MANUAL";"2021-02-11T18:30:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: MHY1146L1092 - Koop 25 @ 1,515 USD";"1";"25";"BUY";"1.515";"USD";"YAHOO";"2021-02-11T18:30:00.000Z";"CTRM"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"1.61";"EUR";"MANUAL";"2021-02-03T08:02:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"Valuta Debitering";"0";"1";"FEE";"1.95";"USD";"MANUAL";"2021-02-03T08:02:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Dividend:  - dividendTax: -0.16";"0.16";"1";"DIVIDEND";"1.04";"USD";"YAHOO";"2021-02-02T08:03:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US92343V1044 - Dividend:  - dividendTax: -0.19";"0.19";"1";"DIVIDEND";"1.26";"USD";"YAHOO";"2021-02-02T07:14:00.000Z";"VZ"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY)";"0";"1";"FEE";"1.19";"EUR";"MANUAL";"2021-01-31T13:17:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: NL0011794037 - Koop 2 @ 23,89 EUR";"4";"2";"BUY";"23.89";"EUR";"YAHOO";"2021-01-20T09:00:00.000Z";"AD.AS"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Valuta Creditering";"0";"1";"FEE";"86.67";"USD";"MANUAL";"2021-01-08T20:20:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Valuta Debitering";"0";"1";"FEE";"71.07";"EUR";"MANUAL";"2021-01-08T20:20:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Koop 3 @ 28,89 USD";"1";"3";"BUY";"28.89";"USD";"YAHOO";"2021-01-08T20:20:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"DEGIRO Aansluitingskosten 2020 (New York Stock Exchange - NSY)";"0";"1";"FEE";"0.67";"EUR";"MANUAL";"2021-01-04T11:09:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US0605051046 - Valuta Creditering";"0";"1";"FEE";"60";"USD";"MANUAL";"2020-12-30T15:30:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US0605051046 - Valuta Debitering";"0";"1";"FEE";"48.94";"EUR";"MANUAL";"2020-12-30T15:30:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US0605051046 - Koop 2 @ 30 USD";"1";"2";"BUY";"30";"USD";"YAHOO";"2020-12-30T15:30:00.000Z";"BAC"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: NL0011821202 - Koop 1 @ 7,8 EUR";"2";"1";"BUY";"7.8";"EUR";"YAHOO";"2020-12-30T09:47:00.000Z";"INGA.AS"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Valuta Creditering";"0";"1";"FEE";"57.8";"USD";"MANUAL";"2020-12-28T15:30:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Valuta Debitering";"0";"1";"FEE";"47.34";"EUR";"MANUAL";"2020-12-28T15:30:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US00206R1023 - Koop 2 @ 28,9 USD";"1";"2";"BUY";"28.9";"USD";"YAHOO";"2020-12-28T15:30:00.000Z";"T"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US92343V1044 - Valuta Creditering";"0";"1";"FEE";"117.74";"USD";"MANUAL";"2020-12-24T16:28:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US92343V1044 - Valuta Debitering";"0";"1";"FEE";"96.65";"EUR";"MANUAL";"2020-12-24T16:28:00.000Z";"Fee"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: US92343V1044 - Koop 2 @ 58,87 USD";"1";"2";"BUY";"58.87";"USD";"YAHOO";"2020-12-24T16:28:00.000Z";"VZ"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: NL0011540547 - Koop 4 @ 7,726 EUR";"4";"4";"BUY";"7.725";"EUR";"YAHOO";"2020-12-21T09:00:00.000Z";"ABN.AS"
"0986e828-5c89-4497-8d08-445f35563bbf";"ISIN: NL0011540547 - Koop 1 @ 7,726 EUR";"0";"1";"BUY";"7.73";"EUR";"YAHOO";"2020-12-21T09:00:00.000Z";"ABN.AS"
