"date";"time";"currencyDate";"product";"isin";"description";"fx";"currency";"amount";"col1";"col2";"orderId"
"23-10-2023";"09:04";"23-10-2023";"VANGUARD FTSE AW";"IE00B3RBWM25";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-1.00";"EUR";"251.56";"b58dd189-4e41-4009-9b8d-c4b4d0d6b9a5"
"18-08-2023";"09:04";"18-08-2023";"VANGUARD FTSE AW";"IE00B3RBWM25";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-1.00";"EUR";"140.73";"f20f2b08-e023-46a6-a4bc-869bfb7aac59"
"17-08-2023";"19:22";"17-08-2023";"MEDICAL PROPERTIES TRU";"US58463J3041";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-2.00";"EUR";"377.91";"ff2c9ad9-12b9-4f83-aa02-e11bd4fd3467"
"15-05-2023";"09:04";"15-05-2023";"VANGUARD FTSE AW";"IE00B3RBWM25";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-1.00";"EUR";"63.60";"411f376f-d4c1-4261-8c20-94452f4ec28c"
"13-03-2023";"14:30";"13-03-2023";"MEDICAL PROPERTIES TRU";"US58463J3041";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-1.00";"EUR";"79.40";"c7d808de-0226-41fc-944e-713623f55669"
"13-03-2023";"09:00";"13-03-2023";"ABN AMRO GROUP";"NL0011540547";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-3.00";"EUR";"80.40";"4ff2707b-cfd3-4d97-8d52-323d35c99300"
"13-03-2023";"09:00";"13-03-2023";"KPN KON";"NL0000009082";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-3.00";"EUR";"131.36";"d2b9a491-e7ce-47f9-a726-3cf4e8d5e0f1"
"23-02-2023";"04:21";"23-02-2023";"FBR LTD";"AU000000FBR4";"PRODUCTWIJZIGING : Koop 500 @ 0,039 EUR";"";"EUR";"0.00";"EUR";"18.30";
"23-02-2023";"02:30";"23-02-2023";"FBR LTD.";"AU000000FBR4";"PRODUCTWIJZIGING : Verkoop 500 @ 0,039 EUR";"";"EUR";"0.00";"EUR";"18.30";
"28-11-2022";"21:45";"28-11-2022";"MEDICAL PROPERTIES TRU";"US58463J3041";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-1.00";"EUR";"54.68";"8ad31083-3459-4557-9baf-d620c20661bf"
"09-09-2022";"15:30";"09-09-2022";"REALTY INCOME CORPORAT";"US7561091049";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-1.00";"EUR";"113.22";"2f710a4c-0f7c-4939-b6e7-8cce13248dce"
"25-08-2022";"15:30";"25-08-2022";"MEDICAL PROPERTIES TRU";"US58463J3041";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"75.00";"96cb5a26-89a6-4968-ba27-81d79c8b1087"
"28-06-2021";"15:30";"28-06-2021";"ALTRIA GROUP INC.";"US02209S1033";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.01";"EUR";"121.96";"6acdf409-b222-4b29-b553-87bb7b523529"
"28-06-2021";"15:30";"28-06-2021";"ALTRIA GROUP INC.";"US02209S1033";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"121.97";"6acdf409-b222-4b29-b553-87bb7b523529"
"24-05-2021";"15:30";"24-05-2021";"ONEOK INC. COMMON STO";"US6826801036";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"65.16";"c429c5b8-0a41-4c9c-8b6c-16f28662e0f6"
"21-04-2021";"17:05";"21-04-2021";"AT&T INC.";"US00206R1023";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.01";"EUR";"111.54";"4593f5b4-13e6-43bf-9f7d-f37b8d1c3921"
"21-04-2021";"17:05";"21-04-2021";"AT&T INC.";"US00206R1023";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"111.55";"4593f5b4-13e6-43bf-9f7d-f37b8d1c3921"
"03-03-2021";"17:01";"03-03-2021";"AT&T INC.";"US00206R1023";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.01";"EUR";"61.27";"631829cf-d552-47a1-bfc5-362316a4b7e6"
"03-03-2021";"17:01";"03-03-2021";"AT&T INC.";"US00206R1023";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"61.28";"631829cf-d552-47a1-bfc5-362316a4b7e6"
"16-02-2021";"16:35";"16-02-2021";"CASTOR MARITIME CS";"MHY1146L1092";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.03";"EUR";"43.87";"96a40301-394c-45d7-99eb-cd49a2046a1a"
"16-02-2021";"16:35";"16-02-2021";"CASTOR MARITIME CS";"MHY1146L1092";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"43.90";"96a40301-394c-45d7-99eb-cd49a2046a1a"
"16-02-2021";"14:42";"16-02-2021";"FBR LTD.";"AU000000FBR4";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.02";"EUR";"44.40";"1bb91f96-6356-4b37-be74-bb6d6b8996fb"
"16-02-2021";"14:42";"16-02-2021";"FBR LTD.";"AU000000FBR4";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-7.50";"EUR";"44.42";"1bb91f96-6356-4b37-be74-bb6d6b8996fb"
"16-02-2021";"14:42";"16-02-2021";"FBR LTD.";"AU000000FBR4";"Koop 500 @ 0,039 EUR";"";"EUR";"-19.50";"EUR";"51.92";"1bb91f96-6356-4b37-be74-bb6d6b8996fb"
"11-02-2021";"18:30";"11-02-2021";"CASTOR MARITIME CS";"MHY1146L1092";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.08";"EUR";"102.69";"b6aabd25-4180-4b97-8387-e5e32cd9403e"
"11-02-2021";"18:30";"11-02-2021";"CASTOR MARITIME CS";"MHY1146L1092";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"102.77";"b6aabd25-4180-4b97-8387-e5e32cd9403e"
"20-01-2021";"09:00";"20-01-2021";"AHOLD DELHAIZE";"NL0011794037";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.01";"EUR";"102.85";"eb09c154-8ca1-446a-a50d-a0cba764bd3d"
"20-01-2021";"09:00";"20-01-2021";"AHOLD DELHAIZE";"NL0011794037";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-2.00";"EUR";"102.86";"eb09c154-8ca1-446a-a50d-a0cba764bd3d"
"08-01-2021";"20:20";"08-01-2021";"AT&T INC.";"US00206R1023";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.01";"EUR";"223.71";"c98ec741-a4f6-4eb8-a135-10adb1648fac"
"08-01-2021";"20:20";"08-01-2021";"AT&T INC.";"US00206R1023";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"223.72";"c98ec741-a4f6-4eb8-a135-10adb1648fac"
"30-12-2020";"15:30";"30-12-2020";"BANK OF AMERICA CORPOR";"US0605051046";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.01";"EUR";"73.86";"0a5a1f03-696e-4069-8b93-521c05590ba7"
"30-12-2020";"15:30";"30-12-2020";"BANK OF AMERICA CORPOR";"US0605051046";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"73.87";"0a5a1f03-696e-4069-8b93-521c05590ba7"
"30-12-2020";"09:47";"30-12-2020";"ING GROEP N.V.";"NL0011821202";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-2.00";"EUR";"74.37";"9b882885-1021-4ad8-beea-00fd0141467b"
"28-12-2020";"15:30";"28-12-2020";"AT&T INC.";"US00206R1023";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.01";"EUR";"131.51";"7b82adb0-be48-4653-810b-6bade0903a76"
"28-12-2020";"15:30";"28-12-2020";"AT&T INC.";"US00206R1023";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"131.52";"7b82adb0-be48-4653-810b-6bade0903a76"
"24-12-2020";"16:28";"24-12-2020";"VERIZON COMMUNICATIONS";"US92343V1044";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.01";"EUR";"228.67";"93c7cac8-a381-41b3-859b-402c2c09ca15"
"24-12-2020";"16:28";"24-12-2020";"VERIZON COMMUNICATIONS";"US92343V1044";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.50";"EUR";"228.68";"93c7cac8-a381-41b3-859b-402c2c09ca15"
"21-12-2020";"09:00";"21-12-2020";"ABN AMRO GROUP";"NL0011540547";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-0.01";"EUR";"29.18";"0472ae01-e527-4291-94d2-e93017170f6b"
"21-12-2020";"09:00";"21-12-2020";"ABN AMRO GROUP";"NL0011540547";"DEGIRO Transactiekosten en/of kosten van derden";"";"EUR";"-2.00";"EUR";"29.19";"0472ae01-e527-4291-94d2-e93017170f6b"
"08-12-2020";"16:07";"08-12-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Conversie geldmarktfonds: Verkoop 0,007045 @ 9.908,9161 EUR";"";"";"";"EUR";"69.82";
"07-12-2020";"00:00";"06-12-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.10";
"04-12-2020";"00:00";"03-12-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.10";
"03-12-2020";"00:00";"02-12-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.11";
"02-12-2020";"00:00";"01-12-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.11";
"01-12-2020";"00:00";"30-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.11";
"30-11-2020";"00:00";"29-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.11";
"27-11-2020";"00:00";"26-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.12";
"26-11-2020";"00:00";"25-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.12";
"25-11-2020";"00:00";"24-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.12";
"24-11-2020";"00:00";"23-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.12";
"23-11-2020";"00:00";"22-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.12";
"20-11-2020";"00:00";"19-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.13";
"19-11-2020";"00:00";"18-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.13";
"18-11-2020";"00:00";"17-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.13";
"17-11-2020";"00:00";"16-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.13";
"16-11-2020";"00:00";"15-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.14";
"13-11-2020";"00:00";"12-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.14";
"12-11-2020";"00:00";"11-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.14";
"11-11-2020";"00:00";"10-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.14";
"10-11-2020";"00:00";"09-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.15";
"09-11-2020";"00:00";"08-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.15";
"06-11-2020";"00:00";"05-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.15";
"05-11-2020";"00:00";"04-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.15";
"04-11-2020";"00:00";"03-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.16";
"03-11-2020";"00:00";"02-11-2020";"MORGAN STANLEY EUR LIQUIDITY FUND";"LU1959429272";"Koersverandering geldmarktfonds (EUR)";"";"EUR";"0.00";"EUR";"99.16";
